,index,critic_loss,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
300,0,tensor(0.4493),200.0,0.0,0.0,0,0.0,1.5,1
301,1,tensor(0.5975),200.0,0.0,0.0,0,0.0,1.5,2
302,2,tensor(0.3679),200.0,0.23,0.53,0,0.0,1.5,3
303,3,tensor(0.2484),199.19,1.76,0.66,1,0.0,1.5,4
304,4,tensor(0.2030),200.0,1.13,0.66,0,0.0,1.5,5
305,5,tensor(0.3626),198.68,2.57,0.51,3,0.0,1.5,6
306,6,tensor(0.5449),187.4,3.53,2.2,13,0.0,1.5,7
307,7,tensor(0.4285),194.0,3.39,2.55,10,0.0,1.5,8
308,8,tensor(1.0027),162.11,4.84,2.22,45,0.0,1.5,9
309,9,tensor(1.1629),142.75,4.53,1.01,52,0.0,1.5,10
310,10,tensor(1.2419),124.07,5.63,1.65,80,0.0,1.5,11
311,11,tensor(0.9873),85.86,5.97,0.94,97,0.0,1.5,12
312,12,tensor(1.8102),71.36,6.0,1.08,100,0.0,1.5,13
313,13,tensor(1.1264),74.61,5.96,1.68,97,0.0,1.5,14
314,14,tensor(1.2041),67.67,6.0,1.66,100,0.0,1.5,15
315,15,tensor(1.0829),62.81,6.0,0.98,100,0.0,1.5,16
316,16,tensor(1.2704),63.93,6.0,1.61,100,0.0,1.5,17
317,17,tensor(1.0695),61.19,6.0,0.66,100,0.0,1.5,18
318,18,tensor(1.0889),64.56,6.0,1.02,100,0.0,1.5,19
319,19,tensor(1.3078),63.8,6.0,0.79,100,0.0,1.5,20
320,20,tensor(0.8367),71.54,5.96,0.82,99,0.0,1.5,21
321,21,tensor(1.3116),65.0,6.0,0.8,100,0.0,1.5,22
322,22,tensor(1.1882),64.71,6.0,0.7,100,0.0,1.5,23
323,23,tensor(0.9680),69.4,6.0,0.6,100,0.0,1.5,24
324,24,tensor(1.5401),65.97,6.0,0.83,100,0.0,1.5,25
325,25,tensor(1.0446),63.82,6.0,0.64,100,0.0,1.5,26
326,26,tensor(1.3330),59.59,6.0,0.6,100,0.0,1.5,27
327,27,tensor(1.3422),63.12,6.0,0.78,100,0.0,1.5,28
328,28,tensor(1.6242),69.05,5.95,0.64,98,0.0,1.5,29
329,29,tensor(1.1428),76.66,5.99,0.7,99,0.0,1.5,30
330,30,tensor(1.3204),73.35,5.96,0.6,97,0.0,1.5,31
331,31,tensor(1.2435),66.77,5.99,0.52,99,0.0,1.5,32
332,32,tensor(1.0893),77.72,5.98,0.59,98,0.0,1.5,33
